,publisher_link,publisher,journal_link,journal,count,date,ISSN
3001,http://edirc.repec.org/data/zemande.html,ZEW - Leibniz Centre for European Economic Research,/s/zbw/zewwka.html,ZEW Wachstums-und Konjunkturanalysen,145 (145),2005-2013,
3002,http://www.duncker-humblot.de,"Duncker & Humblot, Berlin",/s/dah/aeqzfk.html,ZfKE– Zeitschrift für KMU und Entrepreneurship,172 (172),2008-2018,1860-4633
3003,http://edirc.repec.org/data/fwffode.html,"RECAP15, European University Viadrina, Frankfurt (Oder)",/s/euv/zfupur.html,ZfU -Zeitschrift für Umweltpolitik und Umweltrecht,1 (1),2013-2013,
3004,http://cyberleninka.ru/,"CyberLeninkaГосударственное образовательное учреждение высшего профессионального образования ""Саратовский государственный социально-экономического университет""",/s/scn/009938.html,Вестник Саратовского государственного социально-экономического университета,2584 (2584),2003-2016,
3005,http://cyberleninka.ru/,CyberLeninkaГосударственное образовательное учреждение высшего профессионального образования «Южно-Уральский государственный университет»,/s/scn/009910.html,Bulletin of the South Ural State University. Series: Economics and management Вестник Южно-Уральского государственного университета. Серия: Экономика и менеджмент,977 (977),2007-2016,
3006,http://cyberleninka.ru/,CyberLeninkaДнепропетровский национальный университет железнодорожного транспорта им. академика В. Лазаряна,/s/scn/032455.html,Сборник научных трудов Днепропетровского национального университета железнодорожного транспорта имени академика В. Лазаряна «Проблемы экономики транспорта»,151 (151),2011-2015,
3007,http://cyberleninka.ru/,CyberLeninkaЕвразийский банк развития,/s/scn/031725.html,Евразийская Экономическая Интеграция,245 (245),2008-2015,
3008,http://cyberleninka.ru/,CyberLeninkaИздательский дом Юр-ВАК,/s/scn/027818.html,Бизнес в законе. Экономико-юридический журнал,3437 (3437),2005-2016,
3009,http://cyberleninka.ru/,CyberLeninkaИздательско-полиграфический центр «Киевский университет»,/s/scn/013723.html,Bulletin of Taras Shevchenko National University of Kyiv. Economics. Вісник Киiвського нацiонального унiверситету iм. Тараса Шевченка. Серiя: Економiка,1452 (1452),2008-2016,
3010,http://cyberleninka.ru/,CyberLeninkaМариупольский государственный университет,/s/scn/032153.html,Вісник Маріупольського державного університету. Сер.: Економіка,118 (118),2011-2014,
3011,http://cyberleninka.ru/,"CyberLeninkaМуромский институт (филиал) Государственного образовательного учреждения высшего профессионального образования ""Владимирский государственный университет им. Александра Григорьевича и Николая Григорьевича Столетовых""",/s/scn/018798.html,"Sovremennaa ekonomika: problemy, tendencii, perspektivy Современная экономика: проблемы, тенденции, перспективы",140 (140),2008-2014,
3012,http://cyberleninka.ru/,"CyberLeninkaНаучная компания ""Наука и образование""",/s/scn/031274.html,"Education, research and production Образование, наука и производство",102 (102),2012-2014,
3013,http://cyberleninka.ru/,CyberLeninkaНегосударственное образовательное учреждение высшего профессионального образования «Таганрогский институт управления и экономики»,/s/scn/030999.html,Вестник Таганрогского института управления и экономики,288 (288),2009-2015,
3014,http://cyberleninka.ru/,"CyberLeninkaНекоммерческое партнерство ""Институт анализа экономики города и региона""",/s/scn/031361.html,"Основы экономики, управления и права",475 (475),2012-2014,
3015,http://cyberleninka.ru/,"CyberLeninkaОбщество с ограниченной ответственностью ""СенСиДат-Контрол""",/s/scn/009530.html,Проблемы управления,934 (934),2003-2015,
3016,http://cyberleninka.ru/,CyberLeninkaОбщество с ограниченной ответственностью «Гуманитарные перспективы»,/s/scn/026034.html,Journal of Institutional Studies Journal of Institutional Studies (Журнал институциональных исследований),289 (289),2009-2017,
3017,http://cyberleninka.ru/,CyberLeninkaОбщество с ограниченной ответственностью «Издательский дом «ХОРС»,/s/scn/001457.html,"Общество: политика, экономика, право",862 (862),2007-2016,
3018,http://cyberleninka.ru/,CyberLeninkaОбщество с ограниченной ответственностью «Международный центр науки и образования»,/s/scn/032054.html,Universum: экономика и юриспруденция,256 (256),2013-2017,
3019,http://cyberleninka.ru/,CyberLeninkaОбщество с ограниченной ответственностью «Научно-производственная компания «РОСТ»,/s/scn/004883.html,Проблемы современной экономики,2939 (2939),2009-2016,
3020,http://cyberleninka.ru/,CyberLeninkaОбщество с ограниченной ответственностью «Постскриптум»,/s/scn/031885.html,Economics Экономикс,76 (76),2013-2014,
3021,http://cyberleninka.ru/,CyberLeninkaОбщество с ограниченной ответственностью «Татарский центр образования «Таглимат»,/s/scn/029045.html,Actual Problems of Economics and Law Актуальные проблемы экономики и права,1500 (1500),2007-2017,
3022,http://cyberleninka.ru/,CyberLeninkaОбщество с ограниченной ответственностью Издательский Дом «Наука»,/s/scn/028891.html,Modernization. Innovation. Research МИР (Модернизация. Инновации. Развитие),731 (731),2010-2017,
3023,http://cyberleninka.ru/,CyberLeninkaОмский институт (филиал) федерального государственного бюджетного образовательного учреждения высшего профессионального образования «Российский государственный торгово-экономический университет»,/s/scn/023661.html,Сибирский торгово-экономический журнал,530 (530),2008-2016,
3024,http://cyberleninka.ru/,CyberLeninkaУкраинская государственная академия железнодорожного транспорта,/s/scn/031720.html,Вісник економіки транспорту і промисловості,1594 (1594),2009-2015,
3025,http://cyberleninka.ru/,CyberLeninkaУО «Белорусский государственный технологический университет»,/s/scn/016715.html,Труды БГТУ. Серия 7: Экономика и управление,269 (269),2008-2015,
3026,http://cyberleninka.ru/,CyberLeninkaФедеральное государственное бюджетное учреждение науки «Институт экономики Уральского отделения Российской академии наук»,/s/scn/015306.html,Экономика региона,1494 (1494),2005-2017,
3027,http://cyberleninka.ru/,CyberLeninkaФедеральное государственное автономное образовательное учреждение высшего образования «Белгородский государственный национальный исследовательский университет»,/s/scn/032413.html,Научный результат. Серия «Экономические исследования»,80 (80),2014-2016,
3028,http://cyberleninka.ru/,CyberLeninkaФедеральное государственное автономное образовательное учреждение высшего профессионального образования «Дальневосточный федеральный университет»,/s/scn/004657.html,Известия Дальневосточного федерального университета. Экономика и управление,510 (510),2005-2016,
3029,http://cyberleninka.ru/,CyberLeninkaФедеральное государственное автономное образовательное учреждение высшего образования «Национальный исследовательский университет «Высшая школа экономики»,/s/scn/013126.html,Foresight-Russia Форсайт,405 (405),2007-2017,
3030,http://cyberleninka.ru/,CyberLeninkaФедеральное государственное автономное образовательное учреждение высшего образования «Национальный исследовательский университет «Высшая школа экономики»,/s/scn/025686.html,Бизнес-информатика,324 (324),2007-2016,
3031,http://cyberleninka.ru/,CyberLeninkaФедеральное государственное автономное образовательное учреждение высшего образования «Национальный исследовательский университет «Высшая школа экономики»,/s/scn/026790.html,Journal of Corporate Finance Research Корпоративные финансы,331 (331),2007-2016,
3032,http://cyberleninka.ru/,CyberLeninkaФедеральное государственное автономное образовательное учреждение высшего образования «Национальный исследовательский университет «Высшая школа экономики»,/s/scn/025886.html,Higher School of Economics Economic Journal Экономический журнал Высшей школы экономики,470 (470),1997-2017,
3033,http://cyberleninka.ru/,CyberLeninkaФедеральное государственное бюджетное образовательное учреждение высшего профессионального образования «Пермский государственный национальный исследовательский университет»,/s/scn/006506.html,Вестник Пермского университета. Серия: Экономика,449 (449),1995-2016,
3034,http://cyberleninka.ru/,CyberLeninkaФедеральное государственное бюджетное образовательное учреждение высшего профессионального образования «Тульский государственный университет»,/s/scn/013908.html,Известия Тульского государственного университета. Экономические и юридические науки,2479 (2479),2007-2017,
3035,http://cyberleninka.ru/,CyberLeninkaФедеральное государственное бюджетное образовательное учреждение высшего профессионального образования «Владивостокский государственный университет экономики и сервиса»,/s/scn/006010.html,Территория новых возможностей. Вестник Владивостокского государственного университета экономики и сервиса,860 (860),2009-2017,
3036,http://cyberleninka.ru/,CyberLeninkaФедеральное государственное бюджетное образовательное учреждение высшего профессионального образования «Костромской государственный университет им. Н.А. Некрасова»,/s/scn/017885.html,Экономика образования,1128 (1128),2007-2015,
3037,http://cyberleninka.ru/,CyberLeninkaФедеральное государственное бюджетное образовательное учреждение высшего образования «Омский государственный университет им. Ф.М. Достоевского»,/s/scn/025682.html,Вестник Омского университета. Серия «Экономика»,1789 (1789),2003-2016,
3038,http://cyberleninka.ru/,CyberLeninkaФедеральное государственное бюджетное образовательное учреждение высшего профессионального образования «Самарский государственный экономический университет»,/s/scn/032423.html,Региональное развитие: электронный научно-практический журнал,225 (225),2014-2016,
3039,http://cyberleninka.ru/,CyberLeninkaФедеральное государственное бюджетное образовательное учреждение высшего профессионального образования «Уфимский государственный университет экономики и сервиса»,/s/scn/031655.html,"Вестник УГУЭС. Наука, образование, экономика. Серия: Экономика",362 (362),2012-2015,
3040,http://cyberleninka.ru/,CyberLeninkaФедеральное государственное бюджетное научное учреждение «Национальный исследовательский институт мировой экономики и международных отношений имени Е.М. Примакова Российской академии наук»,/s/scn/032090.html,Российский экономический барометр,284 (284),2001-2016,
3041,http://cyberleninka.ru/,CyberLeninkaФедеральное государственное бюджетное учреждение науки Институт народнохозяйственного прогнозирования Российской академии наук,/s/scn/031151.html,Научные труды: Институт народнохозяйственного прогнозирования РАН,369 (369),2003-2015,
3042,http://cyberleninka.ru/,CyberLeninkaФедеральное государственное бюджетное учреждение науки Институт народнохозяйственного прогнозирования Российской академии наук,/s/scn/009162.html,Studies on Russian Economic Development Проблемы прогнозирования,1279 (1279),2000-2016,
